Time: 2026-01-12 07:32:12 UTC | Period: #22 | Runtime: 105 minutes

BTC: 91845.90 (1h: -0.02%, 4h: -0.37%) | MACD: -63.8896 | RSI: 51.00

Account: Equity 99.86 | Balance 100.00 (100.1%) | PnL +0.00% | Margin 0.0% | Positions 0

Current Positions: None

## Candidate Coins (3 coins)

### 1. SOLUSDT (Manual selection)

=== SOLUSDT Market Data ===

current_price = 141.9500, current_ema20 = 142.238, current_macd = -0.203, current_rsi7 = 39.705

Additional data for SOLUSDT:

Funding Rate: 1.00e-04

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-12 06:20    92053.4000 92053.5000 91965.1000 91965.1000 178.53      
01-12 06:25    91965.1000 91965.2000 91910.0000 91911.0000 254.90      
01-12 06:30    91911.0000 91911.0000 91843.7000 91866.1000 386.83      
01-12 06:35    91866.0000 91884.4000 91760.0000 91792.9000 491.21      
01-12 06:40    91792.9000 91895.3000 91792.9000 91884.4000 178.23      
01-12 06:45    91884.4000 91884.5000 91824.6000 91846.0000 117.17      
01-12 06:50    91846.1000 91850.0000 91774.1000 91782.1000 245.49      
01-12 06:55    91782.2000 91837.0000 91764.2000 91789.3000 182.32      
01-12 07:00    91789.4000 91820.0000 91733.8000 91807.9000 293.37      
01-12 07:05    91807.8000 91932.3000 91776.5000 91887.1000 323.98      
01-12 07:10    91887.1000 91887.2000 91763.7000 91778.6000 243.60      
01-12 07:15    91778.6000 91883.8000 91713.7000 91714.4000 292.54      
01-12 07:20    91714.4000 91744.2000 91710.8000 91733.3000 172.81      
01-12 07:25    91733.2000 91862.6000 91722.8000 91846.0000 212.03      
01-12 07:30    91845.9000 91846.0000 91845.9000 91845.9000 2.28          <- current

EMA20: [90915.3650, 90932.7779, 90946.8847, 90951.6386, 90959.0063, 90962.5295, 90968.0886, 90978.6611, 90981.6934, 90977.5131, 90975.9690, 90978.6957, 90982.2581, 90978.2906, 90975.5868, 90971.0833, 90970.6182, 90968.1498, 90959.8784, 90950.8614, 90941.2555, 90934.0788, 90927.6713, 90923.7693, 90919.7913, 90906.8492, 90897.7207, 90889.9950, 90884.7383, 90880.5632, 90877.6524, 90871.4093, 90872.6656, 90870.6022, 90869.6306, 90868.7896, 90865.4096, 90856.9420, 90846.1571, 90831.5135, 90819.2456, 90802.6222, 90783.2201, 90756.4467, 90734.1185, 90701.8881, 90678.6417, 90660.2091, 90650.2654, 90646.0020, 90637.7542, 90635.3110, 90633.3194, 90635.3081, 90628.8978, 90624.3266, 90623.6383, 90627.6728, 90628.0087, 90625.0174, 90627.3967, 90626.8446, 90628.5737, 90638.0048, 90648.6710, 90654.6166, 90646.0055, 90628.6621, 90617.5705, 90611.8876, 90618.2888, 90620.5184, 90627.4786, 90627.8616, 90631.0747, 90627.8771, 90616.2031, 90603.4600, 90578.1686, 90563.6001, 90573.5715, 90613.6123, 90625.2016, 90634.2682, 90645.2426, 90651.1528, 90673.9097, 90688.7755, 90710.3873, 90734.5790, 90748.1524, 90754.6427, 90766.1243, 90801.4077, 90830.8165, 90857.2149, 90868.4992, 90868.9374, 90860.9815, 90861.4308, 90863.8755, 90898.6588, 90964.5103, 91014.1951, 91059.6241, 91092.2028, 91131.0406, 91163.8939, 91161.5992, 91167.1136, 91183.6837, 91207.7900, 91224.4291, 91238.2930, 91259.5794, 91284.3908, 91323.6012, 91360.7440, 91389.2160, 91422.8716, 91448.6172, 91486.6251, 91526.1750, 91586.8917, 91645.2830, 91695.1417, 91736.5092, 91788.9369, 91846.1715, 91899.8790, 91948.4333, 91986.1921, 92005.2214, 92015.2670, 92009.0606, 91997.7120, 91988.7870, 91967.5883, 91946.2370, 91935.0144, 91945.3464, 91954.9134, 91959.9597, 91963.6207, 91978.5140, 91995.4365, 92010.1473, 92029.5809, 92039.7446, 92048.0261, 92053.9283, 92063.0590, 92065.3010, 92076.2628, 92084.6568, 92094.6800, 92095.6628, 92098.2568, 92094.6038, 92090.2320, 92090.2004, 92087.9527, 92082.8430, 92082.5436, 92086.1109, 92083.0051, 92071.7760, 92056.4640, 92038.3341, 92014.9595, 92002.5252, 91987.6181, 91968.0449, 91951.0216, 91937.3910, 91932.6013, 91917.9345, 91898.5503, 91882.8122, 91879.3063, 91876.1247]
EMA50: [90926.0660, 90921.5967, 90920.1459, 90917.4343, 90915.1976, 90913.0644, 90909.9364, 90904.7036, 90898.3897, 90890.3117, 90882.9544, 90873.6111, 90862.8381, 90848.6915, 90835.8801, 90818.6181, 90804.4684, 90791.9441, 90782.6836, 90775.7352, 90767.2515, 90761.1671, 90755.4115, 90751.4424, 90744.2486, 90737.8428, 90733.1078, 90730.4761, 90726.5829, 90721.4855, 90718.6822, 90714.8750, 90712.1349, 90712.7413, 90714.2025, 90714.0808, 90708.2031, 90698.6226, 90691.3119, 90686.0801, 90685.8063, 90684.0767, 90684.4501, 90682.3737, 90681.5590, 90678.2626, 90671.4797, 90664.0648, 90651.2741, 90642.4084, 90643.4238, 90657.1719, 90660.2357, 90662.5951, 90666.0031, 90667.6226, 90676.3472, 90682.3728, 90691.5229, 90702.2240, 90709.0818, 90713.2865, 90719.6360, 90735.9876, 90750.6626, 90764.6758, 90772.9512, 90776.8787, 90777.2128, 90780.6829, 90784.8561, 90802.2775, 90833.1725, 90858.7814, 90883.5821, 90903.9005, 90927.2769, 90948.7955, 90956.2858, 90966.6080, 90981.2939, 90999.1569, 91014.1900, 91028.1433, 91045.1494, 91063.7750, 91088.5720, 91113.0829, 91134.5189, 91158.3652, 91179.3391, 91205.5493, 91232.8572, 91269.3609, 91305.8565, 91339.6974, 91370.6701, 91406.6046, 91445.1652, 91483.0058, 91519.3467, 91551.7214, 91576.5950, 91597.5403, 91611.3662, 91622.2891, 91633.3366, 91638.5469, 91642.6588, 91649.9428, 91665.3764, 91680.2950, 91693.1422, 91705.1131, 91721.3832, 91738.4348, 91754.5707, 91772.5954, 91786.8583, 91800.1854, 91812.3350, 91825.5689, 91835.8055, 91849.3190, 91861.6751, 91874.5467, 91883.5840, 91892.9690, 91899.5153, 91905.3657, 91912.6023, 91918.6414, 91923.1771, 91929.3152, 91936.7931, 91941.3698, 91942.3004, 91941.0729, 91938.1328, 91932.4374, 91930.5536, 91927.2378, 91921.5461, 91916.3600, 91912.1066, 91911.1260, 91905.9289, 91898.4179, 91891.9427, 91890.1411, 91888.4061]
MACD: [56.8150, 58.8972, 54.3849, 44.4305, 37.9998, 35.9825, 34.9094, 27.6480, 22.3856, 16.2845, 14.3423, 10.9420, 3.0957, -4.3712, -11.3842, -15.4805, -18.4417, -18.9641, -19.5321, -27.5803, -31.4097, -33.6052, -33.4906, -32.5325, -30.6852, -31.9115, -26.7252, -25.0376, -22.6803, -20.5430, -20.8281, -25.3451, -31.2118, -39.5449, -44.8013, -53.0358, -62.5365, -76.9893, -85.8479, -101.8853, -108.3353, -109.9764, -104.3689, -94.8215, -89.9383, -80.8835, -72.6840, -62.2567, -60.2540, -56.9693, -50.8588, -41.5909, -36.6318, -35.0892, -29.2209, -26.5557, -22.2983, -12.1195, -2.2196, 2.4589, -5.6221, -19.8905, -26.9898, -28.5988, -19.8650, -15.7795, -8.2585, -7.2258, -3.9332, -6.4221, -15.6539, -24.5351, -42.7409, -49.5534, -34.9336, 2.9006, 11.8726, 17.5781, 24.1692, 25.6914, 41.1736, 48.0400, 59.7086, 72.0552, 73.9432, 69.7296, 70.3322, 90.8553, 103.7933, 112.5716, 107.6124, 94.3161, 75.8279, 66.8844, 60.8223, 82.6617, 127.6280, 153.1153, 171.7379, 177.2316, 187.3576, 191.2414, 165.2855, 149.4239, 144.9942, 147.5055, 143.4604, 137.6592, 138.8683, 142.8839, 158.4415, 170.2209, 173.2103, 180.1916, 179.6671, 189.5334, 199.4272, 225.7903, 246.7679, 257.9022, 260.5516, 272.2221, 286.4721, 295.9833, 300.0301, 294.6124, 274.3345, 249.3142, 214.0587, 179.1952, 150.9632, 116.1311, 85.6988, 67.6598, 69.9147, 71.0680, 68.1383, 64.3087, 70.2757, 77.0375, 80.9548, 88.2307, 86.7114, 83.7672, 79.1736, 77.8473, 70.8794, 72.0952, 70.9497, 71.2779, 63.9501, 58.9081, 49.2609, 40.2477, 36.0140, 30.4279, 23.1279, 20.7667, 21.8948, 17.2244, 6.3170, -6.6162, -20.2555, -36.5501, -41.6008, -48.1470, -57.8246, -64.1735, -66.9326, -62.0135, -66.1081, -73.6841, -77.2724, -70.2128, -63.8896]
RSI7: [26.3069, 36.7169, 23.9863, 20.0328, 27.0633, 39.2549, 47.6686, 49.7437, 42.0166, 50.6067, 55.4418, 60.4065, 72.9743, 65.5372, 62.7723, 50.6527, 54.5707, 49.8394, 53.3963, 60.9477, 49.8419, 40.6776, 44.5243, 51.3111, 53.0894, 41.4844, 43.2666, 39.9681, 48.0721, 44.1294, 34.4180, 32.3114, 30.2706, 35.2607, 35.5652, 42.5375, 41.3059, 24.2260, 33.1366, 34.9799, 41.1333, 43.2340, 46.5535, 36.2528, 57.3257, 48.6332, 51.0556, 51.1699, 43.0962, 31.2244, 26.3366, 20.4854, 24.4188, 18.4295, 15.0327, 10.3355, 16.5867, 10.9394, 25.4913, 31.2525, 44.2716, 51.7634, 45.1893, 53.1285, 53.4717, 59.4632, 44.8650, 47.1311, 53.4015, 60.7397, 53.7164, 47.3637, 56.6045, 51.0442, 55.2680, 66.9951, 69.5230, 60.1838, 37.8079, 29.1691, 37.2272, 44.2308, 58.5424, 53.5913, 59.1804, 50.6630, 54.3762, 45.8103, 36.2323, 34.1625, 24.0491, 37.1611, 59.7409, 74.2202, 55.6674, 54.7478, 56.3893, 53.1287, 63.7280, 58.6415, 63.4895, 66.1222, 57.4573, 51.9281, 56.6436, 71.2470, 68.5274, 68.2740, 54.2112, 45.6954, 39.5066, 47.1524, 49.1506, 70.1759, 80.2385, 72.0732, 72.2319, 64.5714, 68.8100, 66.5424, 43.2493, 48.2586, 55.2842, 60.2411, 56.1228, 55.1109, 61.1174, 64.6245, 73.1532, 73.8836, 67.3038, 71.8088, 65.5316, 73.8669, 76.2205, 84.2260, 85.0407, 80.8534, 75.3977, 81.2980, 84.1884, 84.7289, 84.6621, 73.6737, 53.7250, 46.7296, 35.2945, 31.8826, 33.6356, 26.0048, 24.9138, 36.5012, 56.3765, 56.5461, 52.6121, 51.5631, 62.6766, 65.4314, 64.4653, 69.7785, 57.6046, 56.1950, 53.5363, 58.9379, 48.4937, 60.5872, 57.8826, 61.1105, 47.0915, 49.9175, 40.9387, 39.4663, 47.5604, 43.7047, 38.6386, 48.4395, 55.7576, 43.7918, 32.8564, 27.8847, 24.3213, 19.5657, 37.4126, 33.7465, 28.3526, 29.8270, 33.9251, 48.7837, 35.8859, 30.3471, 33.8536, 51.0106, 50.9969]
RSI14: [40.3959, 37.3106, 41.8967, 44.6352, 47.5577, 56.4204, 53.4401, 52.3371, 47.2336, 49.2732, 47.2571, 48.9543, 52.7790, 48.1952, 43.8488, 45.5580, 48.6588, 49.4818, 44.4447, 45.1849, 43.7277, 46.9600, 45.3680, 40.9583, 39.8978, 38.8743, 40.5910, 40.6926, 43.0118, 42.5882, 34.8692, 38.2014, 38.8971, 41.2133, 42.0068, 43.2377, 39.4794, 48.6707, 45.2415, 46.3797, 46.4307, 43.3746, 37.8351, 35.0513, 31.1864, 32.7888, 28.7315, 25.9959, 21.3657, 24.3488, 19.3353, 27.2654, 30.5002, 38.1692, 42.9362, 39.8660, 44.7314, 44.9407, 48.5715, 42.0967, 43.3145, 46.7021, 50.9651, 48.0214, 45.2245, 50.0590, 47.6502, 49.7938, 56.5563, 58.2005, 54.3532, 42.8372, 37.0630, 41.1751, 44.8468, 53.1915, 50.6451, 53.9403, 49.6673, 51.6659, 47.3536, 41.9321, 40.6862, 33.8511, 40.3689, 53.9700, 65.3673, 53.9423, 53.3638, 54.3926, 52.5811, 58.9574, 56.2780, 59.1303, 60.6993, 56.5111, 53.7305, 55.9897, 64.3169, 63.0200, 62.9062, 56.3180, 51.7882, 48.2181, 51.5139, 52.3837, 63.6169, 71.3106, 66.9242, 67.0293, 63.1603, 65.5147, 64.4320, 51.5740, 53.9216, 57.3210, 59.8326, 57.7558, 57.2630, 59.9645, 61.6236, 66.1801, 66.6047, 63.9420, 66.1813, 63.6449, 67.8013, 69.1344, 74.6041, 75.2588, 73.5049, 71.2523, 74.6104, 76.5386, 76.9094, 76.8835, 72.6158, 63.3323, 59.4533, 52.1211, 49.6493, 50.2445, 44.6852, 43.8212, 47.8679, 56.4224, 56.5046, 54.6747, 54.2009, 59.0882, 60.4415, 60.0691, 62.6019, 57.8172, 57.2366, 56.1797, 58.1624, 53.9853, 58.7235, 57.6333, 58.9415, 53.0662, 54.1050, 49.9175, 49.1887, 51.9670, 50.2922, 47.9835, 51.3631, 54.2073, 49.1045, 43.2729, 40.1318, 37.6867, 34.0450, 41.6369, 39.5779, 36.3561, 36.9786, 38.6481, 45.2937, 39.0528, 35.9007, 37.5000, 46.1313, 46.1252]
ATR14: 94.3087
BOLL Upper: [91114.5584, 91119.6959, 91133.8857, 91130.8120, 91142.6147, 91149.1708, 91156.6790, 91173.0082, 91179.0660, 91178.1695, 91175.1131, 91159.5745, 91144.5486, 91135.5706, 91133.0685, 91132.2444, 91121.7941, 91119.3133, 91125.4766, 91131.9361, 91111.9236, 91096.8013, 91081.7780, 91078.1857, 91068.7235, 91073.1865, 91065.8959, 91040.2915, 91026.4590, 91022.8178, 91014.8664, 90997.6917, 90973.2853, 90964.2368, 90952.2029, 90943.7596, 90922.2270, 90908.3083, 90913.3653, 90927.1638, 90933.9890, 90945.3318, 90958.2941, 90979.3564, 90984.5118, 91015.5703, 91022.2324, 91019.7571, 91006.7349, 90989.5733, 90969.2854, 90952.6070, 90920.3869, 90893.8531, 90858.7103, 90817.8178, 90779.7632, 90758.0827, 90738.3939, 90725.5378, 90715.6138, 90712.5328, 90717.8868, 90739.1156, 90762.7207, 90755.9683, 90743.9984, 90747.8563, 90751.3128, 90751.3772, 90757.5532, 90759.2503, 90766.5759, 90764.8942, 90767.8178, 90767.6469, 90772.6067, 90774.6212, 90800.7389, 90806.5121, 90808.5507, 90889.1987, 90898.5916, 90897.6830, 90897.6106, 90897.1699, 90936.3455, 90955.8689, 90989.7212, 91029.7962, 91049.1191, 91060.1710, 91076.4096, 91142.3842, 91193.1596, 91235.8387, 91245.6254, 91237.3435, 91190.2177, 91146.5034, 91139.1387, 91188.6978, 91349.6635, 91437.4991, 91511.6894, 91551.0310, 91611.2435, 91655.9192, 91659.0535, 91667.5650, 91682.8090, 91700.6266, 91709.5742, 91723.6951, 91747.5110, 91776.7903, 91825.8327, 91856.2674, 91845.6364, 91844.0873, 91811.6025, 91858.9369, 91913.2629, 92035.8771, 92145.6081, 92230.0181, 92295.7140, 92385.1521, 92458.5152, 92524.4685, 92584.8628, 92627.4082, 92629.8756, 92610.3850, 92583.1629, 92555.8775, 92545.5216, 92541.3126, 92532.9291, 92526.9558, 92511.8911, 92508.4494, 92506.4567, 92499.3092, 92492.5080, 92491.4052, 92492.9594, 92483.3447, 92446.3355, 92399.8833, 92345.8847, 92307.8021, 92295.0186, 92304.5145, 92318.5718, 92331.6841, 92333.3465, 92313.7060, 92269.1806, 92229.1078, 92227.8199, 92226.7560, 92223.5896, 92215.1204, 92215.1204, 92212.5630, 92221.3682, 92223.2373, 92239.6631, 92262.5292, 92263.5624, 92260.2148, 92268.3272, 92256.0184, 92239.1671, 92208.2389, 92196.0964, 92182.3468, 92172.1557, 92155.7178, 92129.3285]
BOLL Middle: [90915.3650, 90916.5350, 90920.8500, 90919.6950, 90927.6800, 90933.9700, 90938.1600, 90946.4700, 90951.6400, 90950.6800, 90958.9300, 90973.2650, 90986.2100, 90991.5350, 90994.1550, 90994.8850, 91000.7300, 91002.4100, 90998.9800, 90992.6150, 90977.8700, 90966.2550, 90955.5500, 90950.0450, 90942.6950, 90932.0900, 90921.5950, 90908.4700, 90899.6850, 90894.8400, 90889.2750, 90879.6500, 90873.0750, 90868.5950, 90864.1200, 90860.7450, 90854.1000, 90845.6900, 90838.8100, 90830.1700, 90822.8050, 90811.7450, 90798.3500, 90779.1200, 90761.1200, 90741.7100, 90724.0500, 90707.4750, 90693.5250, 90681.7550, 90667.2250, 90657.2250, 90643.7150, 90633.8750, 90619.2550, 90605.2600, 90594.4500, 90588.9250, 90583.3000, 90578.5100, 90575.8750, 90574.7200, 90577.0250, 90588.3000, 90599.7000, 90615.4700, 90620.7900, 90619.7300, 90617.5500, 90615.1700, 90621.1550, 90622.6350, 90626.5950, 90625.4600, 90630.1400, 90630.9700, 90625.3800, 90616.2000, 90601.5350, 90592.9650, 90593.8800, 90612.5000, 90617.0150, 90616.6550, 90616.6300, 90616.4400, 90632.7350, 90651.0400, 90671.2150, 90691.5400, 90701.4400, 90710.1700, 90719.2500, 90744.5050, 90766.9350, 90792.4600, 90815.9800, 90835.5150, 90857.8900, 90879.9150, 90890.8550, 90902.6100, 90945.3500, 90983.6400, 91020.7250, 91055.4450, 91085.9400, 91118.2400, 91129.4450, 91142.2000, 91165.4000, 91196.4250, 91221.7900, 91233.4600, 91251.0400, 91271.6450, 91307.6650, 91349.6900, 91393.4050, 91437.2500, 91477.5550, 91508.4850, 91524.0750, 91557.9500, 91593.3900, 91631.7450, 91663.2200, 91703.7700, 91766.2750, 91825.8050, 91879.2350, 91924.6400, 91964.8150, 92001.8500, 92026.2650, 92044.7550, 92055.1500, 92057.7800, 92061.9650, 92066.2550, 92083.7700, 92093.6750, 92098.9750, 92090.7100, 92086.7100, 92086.0800, 92087.1000, 92083.4600, 92070.7800, 92056.6100, 92041.6250, 92031.8700, 92026.9000, 92030.3850, 92041.1000, 92056.1000, 92066.1500, 92083.9850, 92099.8100, 92110.8250, 92113.1450, 92114.1850, 92115.5050, 92119.5700, 92119.5700, 92114.4350, 92105.1950, 92090.0350, 92076.5250, 92059.8350, 92048.5550, 92033.3650, 92018.1400, 91998.5850, 91980.7600, 91965.6200, 91949.3000, 91928.8750, 91912.5450, 91902.4100, 91890.2100]
BOLL Lower: [90716.1716, 90713.3741, 90707.8143, 90708.5780, 90712.7453, 90718.7692, 90719.6410, 90719.9318, 90724.2140, 90723.1905, 90742.7469, 90786.9555, 90827.8714, 90847.4994, 90855.2415, 90857.5256, 90879.6659, 90885.5067, 90872.4834, 90853.2939, 90843.8164, 90835.7087, 90829.3220, 90821.9043, 90816.6665, 90790.9935, 90777.2941, 90776.6485, 90772.9110, 90766.8622, 90763.6836, 90761.6083, 90772.8647, 90772.9532, 90776.0371, 90777.7304, 90785.9730, 90783.0717, 90764.2547, 90733.1762, 90711.6210, 90678.1582, 90638.4059, 90578.8836, 90537.7282, 90467.8497, 90425.8676, 90395.1929, 90380.3151, 90373.9367, 90365.1646, 90361.8430, 90367.0431, 90373.8969, 90379.7997, 90392.7022, 90409.1368, 90419.7673, 90428.2061, 90431.4822, 90436.1362, 90436.9072, 90436.1632, 90437.4844, 90436.6793, 90474.9717, 90497.5816, 90491.6037, 90483.7872, 90478.9628, 90484.7568, 90486.0197, 90486.6141, 90486.0258, 90492.4622, 90494.2931, 90478.1533, 90457.7788, 90402.3311, 90379.4179, 90379.2093, 90335.8013, 90335.4384, 90335.6270, 90335.6494, 90335.7101, 90329.1245, 90346.2111, 90352.7088, 90353.2838, 90353.7609, 90360.1690, 90362.0904, 90346.6258, 90340.7104, 90349.0813, 90386.3346, 90433.6865, 90525.5623, 90613.3266, 90642.5713, 90616.5222, 90541.0365, 90529.7809, 90529.7606, 90559.8590, 90560.6365, 90580.5608, 90599.8365, 90616.8350, 90647.9910, 90692.2234, 90734.0058, 90743.2249, 90754.5690, 90766.4997, 90789.4973, 90843.1126, 90941.1736, 91030.4127, 91143.5075, 91158.0331, 91134.8871, 91080.0229, 91041.1719, 91033.4719, 91030.7260, 91022.3879, 91074.0348, 91127.1415, 91173.6072, 91221.8718, 91299.7544, 91393.3150, 91469.3671, 91533.6325, 91564.7784, 91574.2474, 91591.0009, 91605.5542, 91655.6489, 91678.9006, 91691.4933, 91682.1108, 91680.9120, 91680.7548, 91681.2406, 91683.5753, 91695.2245, 91713.3367, 91737.3653, 91755.9379, 91758.7814, 91756.2555, 91763.6282, 91780.5159, 91798.9535, 91854.2640, 91930.4394, 91992.5422, 91998.4701, 92001.6140, 92007.4204, 92024.0196, 92024.0196, 92016.3070, 91989.0218, 91956.8327, 91913.3869, 91857.1408, 91833.5476, 91806.5152, 91767.9528, 91741.1516, 91722.3529, 91723.0011, 91702.5036, 91675.4032, 91652.9343, 91649.1022, 91651.0915]

=== 1H Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-04 00:00    90595.8000 91597.6000 90595.7000 91301.4000 12605.18    
01-04 01:00    91301.4000 91452.1000 90966.5000 91190.0000 3956.97     
01-04 02:00    91190.0000 91265.3000 91034.1000 91099.2000 1909.88     
01-04 03:00    91099.2000 91322.0000 91034.6000 91192.7000 2564.45     
01-04 04:00    91192.7000 91558.0000 91142.3000 91355.0000 3235.57     
01-04 05:00    91354.9000 91450.0000 91300.2000 91437.0000 1348.00     
01-04 06:00    91437.1000 91779.7000 91177.8000 91187.1000 6392.97     
01-04 07:00    91187.1000 91500.0000 91169.1000 91477.5000 2568.04     
01-04 08:00    91477.5000 91498.2000 91111.9000 91325.7000 3734.53     
01-04 09:00    91325.7000 91436.7000 91202.5000 91413.7000 2106.71     
01-04 10:00    91413.8000 91581.7000 91367.8000 91553.4000 2915.22     
01-04 11:00    91553.4000 91553.4000 91181.2000 91262.7000 3197.95     
01-04 12:00    91262.8000 91321.6000 91033.0000 91096.4000 3722.45     
01-04 13:00    91096.4000 91236.4000 90968.0000 91227.4000 2281.04     
01-04 14:00    91227.5000 91377.2000 91101.0000 91305.0000 2386.96     
01-04 15:00    91304.9000 91350.0000 91050.0000 91292.8000 1927.15     
01-04 16:00    91292.8000 91429.4000 91210.0000 91282.3000 2079.75     
01-04 17:00    91282.3000 91403.9000 91262.7000 91293.5000 1219.10     
01-04 18:00    91293.4000 91293.5000 90934.4000 91168.0000 2925.01     
01-04 19:00    91168.0000 91179.9000 90790.1000 91102.9000 3161.47     
01-04 20:00    91102.9000 91309.1000 91085.1000 91275.9000 1426.24     
01-04 21:00    91275.9000 91385.6000 91142.0000 91247.0000 1210.09     
01-04 22:00    91247.1000 91372.6000 91106.7000 91180.9000 1294.24     
01-04 23:00    91181.0000 91567.0000 91181.0000 91497.1000 3604.05     
01-05 00:00    91497.2000 92396.8000 91476.5000 92368.1000 17447.69    
01-05 01:00    92368.0000 93382.5000 92230.5000 92917.0000 20662.91    
01-05 02:00    92916.9000 93114.7000 92683.9000 92990.4000 6814.33     
01-05 03:00    92990.3000 93167.9000 92823.1000 92835.2000 6122.57     
01-05 04:00    92835.3000 92920.0000 92269.3000 92556.8000 7790.28     
01-05 05:00    92556.8000 92687.9000 92307.3000 92323.2000 3908.23     
01-05 06:00    92323.2000 92473.3000 92102.0000 92454.4000 4779.34     
01-05 07:00    92454.4000 92610.0000 92450.0000 92492.1000 3756.32     
01-05 08:00    92492.1000 92745.9000 92415.4000 92436.0000 3454.10     
01-05 09:00    92436.0000 92828.0000 92292.0000 92654.3000 5211.37     
01-05 10:00    92654.2000 93120.7000 92633.3000 93048.4000 6442.69     
01-05 11:00    93048.3000 93131.8000 92850.0000 93093.3000 5105.58     
01-05 12:00    93093.3000 93186.0000 92710.2000 92837.2000 4525.28     
01-05 13:00    92837.2000 92984.3000 92496.9000 92708.0000 5110.31     
01-05 14:00    92708.0000 93650.0000 92370.9000 93390.0000 16718.62    
01-05 15:00    93389.9000 93998.9000 93114.5000 93899.9000 16778.91    
01-05 16:00    93900.0000 94044.6000 93528.8000 93646.6000 9719.84     
01-05 17:00    93646.6000 94429.9000 93201.0000 94273.0000 12759.60    
01-05 18:00    94273.0000 94475.7000 93865.2000 94400.4000 8008.27     
01-05 19:00    94400.5000 94450.0000 94075.7000 94248.6000 5026.89     
01-05 20:00    94248.6000 94760.3000 93980.0000 94131.0000 9700.28     
01-05 21:00    94131.0000 94193.4000 93757.9000 94049.1000 3978.48     
01-05 22:00    94049.1000 94361.0000 93952.6000 94125.2000 2657.20     
01-05 23:00    94125.3000 94154.2000 93813.7000 93822.4000 2937.22     
01-06 00:00    93822.3000 93950.0000 93510.0000 93768.8000 4396.05     
01-06 01:00    93768.8000 94125.1000 93688.0000 93736.0000 3701.21     
01-06 02:00    93736.1000 93829.8000 93467.1000 93587.0000 2766.24     
01-06 03:00    93587.0000 93900.7000 93563.0000 93725.8000 2291.15     
01-06 04:00    93725.7000 93966.4000 93688.0000 93758.8000 1956.56     
01-06 05:00    93758.8000 93786.0000 93520.8000 93552.0000 2629.64     
01-06 06:00    93552.0000 93906.6000 93500.0000 93727.5000 4474.85     
01-06 07:00    93727.5000 93740.3000 93088.0000 93207.4000 7591.97     
01-06 08:00    93207.4000 93379.4000 93130.4000 93197.0000 3865.52     
01-06 09:00    93196.9000 93529.8000 93186.5000 93420.4000 3198.24     
01-06 10:00    93420.4000 93620.7000 93359.6000 93536.3000 2517.68     
01-06 11:00    93536.4000 93865.5000 93530.5000 93799.9000 3480.00     
01-06 12:00    93800.0000 93950.0000 93737.5000 93819.4000 2835.18     
01-06 13:00    93819.4000 93826.8000 93590.7000 93678.1000 3135.36     
01-06 14:00    93678.0000 94415.4000 93469.3000 93796.2000 21403.19    
01-06 15:00    93796.2000 94274.0000 93292.0000 93608.2000 14736.62    
01-06 16:00    93608.2000 93728.9000 92280.4000 92651.3000 22270.39    
01-06 17:00    92651.3000 92743.1000 91480.2000 91547.6000 22649.82    
01-06 18:00    91547.5000 92211.3000 91209.0000 92006.4000 19336.12    
01-06 19:00    92006.4000 92369.5000 91862.5000 92062.2000 5466.21     
01-06 20:00    92062.2000 92668.7000 92062.2000 92472.8000 5752.06     
01-06 21:00    92472.7000 93825.0000 92338.0000 93207.8000 17762.77    
01-06 22:00    93207.8000 93490.1000 92920.1000 93320.0000 5584.07     
01-06 23:00    93319.9000 93743.4000 93279.6000 93708.0000 3642.13     
01-07 00:00    93708.1000 93708.1000 92607.9000 92670.4000 7512.23     
01-07 01:00    92670.4000 92866.7000 92293.8000 92405.7000 7227.49     
01-07 02:00    92405.6000 93028.3000 92202.9000 92923.2000 5537.50     
01-07 03:00    92923.2000 93080.0000 92707.2000 92778.2000 3355.95     
01-07 04:00    92778.1000 92893.0000 92565.9000 92637.3000 2761.20     
01-07 05:00    92637.3000 92818.0000 92457.9000 92504.0000 2619.42     
01-07 06:00    92504.0000 92869.4000 92483.1000 92576.4000 2051.31     
01-07 07:00    92576.4000 92862.4000 92576.4000 92848.1000 1899.59     
01-07 08:00    92848.1000 92928.0000 92656.6000 92680.3000 3590.65     
01-07 09:00    92680.4000 92680.4000 91551.3000 91672.0000 15701.05    
01-07 10:00    91672.0000 91953.0000 91549.9000 91924.1000 7448.10     
01-07 11:00    91924.1000 92219.8000 91874.0000 92041.9000 4721.46     
01-07 12:00    92041.8000 92140.3000 91920.0000 91953.4000 3186.06     
01-07 13:00    91953.3000 92249.3000 91815.6000 91994.4000 4077.38     
01-07 14:00    91994.4000 92108.1000 91321.2000 91920.8000 14971.41    
01-07 15:00    91920.8000 91957.5000 90987.0000 91303.1000 17680.54    
01-07 16:00    91303.2000 91750.0000 91100.8000 91229.9000 7011.28     
01-07 17:00    91229.9000 91660.0000 90994.5000 91215.0000 4778.09     
01-07 18:00    91214.9000 91411.3000 90700.0000 90857.4000 9317.10     
01-07 19:00    90857.4000 91250.0000 90634.1000 91143.6000 7258.52     
01-07 20:00    91143.6000 91266.0000 90740.5000 91015.6000 3809.82     
